path,split,class,width,height,aspect_ratio,area
../data/raw/unzipped_raw_data/test/normal/normal-792.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-491.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-696.jpg,test,normal,1822,1705,1.0686217008797654,3106510
../data/raw/unzipped_raw_data/test/normal/normal-877.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-354.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-753.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-131.jpg,test,normal,1940,1755,1.1054131054131053,3404700
../data/raw/unzipped_raw_data/test/normal/normal-730.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-459.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-328.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-215.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-500.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-715.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-337.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-129.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-884.jpg,test,normal,1608,1348,1.1928783382789319,2167584
../data/raw/unzipped_raw_data/test/normal/normal-439.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-117.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-326.jpg,test,normal,1654,1446,1.1438450899031811,2391684
../data/raw/unzipped_raw_data/test/normal/normal-317.jpg,test,normal,1466,1140,1.2859649122807018,1671240
../data/raw/unzipped_raw_data/test/normal/normal-191.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-227.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-590.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-531.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-274.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-325.jpg,test,normal,1850,1746,1.0595647193585338,3230100
../data/raw/unzipped_raw_data/test/normal/normal-645.jpg,test,normal,1670,1330,1.255639097744361,2221100
../data/raw/unzipped_raw_data/test/normal/normal-530.jpg,test,normal,1850,1793,1.0317902955939766,3317050
../data/raw/unzipped_raw_data/test/normal/normal-899.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-693.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-676.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-656.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-606.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-91.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-815.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-527.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-1.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-550.jpg,test,normal,1156,1237,0.9345189975747777,1429972
../data/raw/unzipped_raw_data/test/normal/normal-222.jpg,test,normal,1586,1306,1.214395099540582,2071316
../data/raw/unzipped_raw_data/test/normal/normal-92.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-721.jpg,test,normal,1924,1356,1.4188790560471976,2608944
../data/raw/unzipped_raw_data/test/normal/normal-658.jpg,test,normal,1929,1802,1.0704772475027746,3476058
../data/raw/unzipped_raw_data/test/normal/normal-73.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-107.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-194.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-908.jpg,test,normal,1264,832,1.5192307692307692,1051648
../data/raw/unzipped_raw_data/test/normal/normal-54.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-768.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-669.jpg,test,normal,1608,1175,1.3685106382978725,1889400
../data/raw/unzipped_raw_data/test/normal/normal-231.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-9.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-293.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-192.jpg,test,normal,1596,1510,1.056953642384106,2409960
../data/raw/unzipped_raw_data/test/normal/normal-831.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-125.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-457.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-559.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-657.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-193.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-203.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-895.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-36.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-903.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-882.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-82.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-454.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-253.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-563.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-679.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-361.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-128.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-19.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-473.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-421.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-35.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-209.jpg,test,normal,1538,1202,1.2795341098169717,1848676
../data/raw/unzipped_raw_data/test/normal/normal-134.jpg,test,normal,1496,1155,1.2952380952380953,1727880
../data/raw/unzipped_raw_data/test/normal/normal-600.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-677.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-423.jpg,test,normal,1520,1306,1.1638591117917305,1985120
../data/raw/unzipped_raw_data/test/normal/normal-770.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-384.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-699.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-32.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-647.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-414.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-177.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-501.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-436.jpg,test,normal,2304,2086,1.1045062320230106,4806144
../data/raw/unzipped_raw_data/test/normal/normal-156.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-551.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-53.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-642.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-332.jpg,test,normal,2064,1750,1.1794285714285715,3612000
../data/raw/unzipped_raw_data/test/normal/normal-678.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-321.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-618.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-752.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-455.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-104.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-323.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-497.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-190.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-776.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-442.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-866.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-922.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-888.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-147.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-894.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-157.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-781.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-64.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-411.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-487.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-146.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-835.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-525.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-734.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-839.jpg,test,normal,1600,1542,1.0376134889753568,2467200
../data/raw/unzipped_raw_data/test/normal/normal-266.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-304.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-472.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-278.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-572.jpg,test,normal,1438,1140,1.2614035087719297,1639320
../data/raw/unzipped_raw_data/test/normal/normal-577.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-613.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-382.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-498.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-123.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-863.jpg,test,normal,1682,1418,1.1861777150916784,2385076
../data/raw/unzipped_raw_data/test/normal/normal-144.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-299.jpg,test,normal,1470,1248,1.1778846153846154,1834560
../data/raw/unzipped_raw_data/test/normal/normal-505.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-24.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-65.jpg,test,normal,1940,1761,1.1016467915956842,3416340
../data/raw/unzipped_raw_data/test/normal/normal-88.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-812.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-333.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-37.jpg,test,normal,1404,1059,1.3257790368271956,1486836
../data/raw/unzipped_raw_data/test/normal/normal-602.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-871.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-479.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-609.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-915.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-359.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-163.jpg,test,normal,1916,1488,1.2876344086021505,2851008
../data/raw/unzipped_raw_data/test/normal/normal-302.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-260.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-568.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-653.jpg,test,normal,1400,1190,1.1764705882352942,1666000
../data/raw/unzipped_raw_data/test/normal/normal-784.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-316.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-286.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-204.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-865.jpg,test,normal,1684,1240,1.3580645161290323,2088160
../data/raw/unzipped_raw_data/test/normal/normal-829.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-732.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-773.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-515.jpg,test,normal,1806,1392,1.2974137931034482,2513952
../data/raw/unzipped_raw_data/test/normal/normal-841.jpg,test,normal,1422,1152,1.234375,1638144
../data/raw/unzipped_raw_data/test/normal/normal-239.jpg,test,normal,1414,1167,1.2116538131962296,1650138
../data/raw/unzipped_raw_data/test/normal/normal-697.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-905.jpg,test,normal,1248,936,1.3333333333333333,1168128
../data/raw/unzipped_raw_data/test/normal/normal-158.jpg,test,normal,1792,1611,1.1123525760397268,2886912
../data/raw/unzipped_raw_data/test/normal/normal-508.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-532.jpg,test,normal,1496,1201,1.2456286427976686,1796696
../data/raw/unzipped_raw_data/test/normal/normal-59.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-712.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-50.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-341.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-381.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-428.jpg,test,normal,1372,1005,1.3651741293532338,1378860
../data/raw/unzipped_raw_data/test/normal/normal-114.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-402.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-195.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-836.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-181.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-857.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-430.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-111.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-182.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-223.jpg,test,normal,1566,1210,1.2942148760330578,1894860
../data/raw/unzipped_raw_data/test/normal/normal-235.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-611.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-599.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-495.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-748.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-197.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-352.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-152.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-695.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-189.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-506.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-878.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-920.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-201.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-703.jpg,test,normal,256,256,1.0,65536
../data/raw/unzipped_raw_data/test/normal/normal-490.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-633.jpg,test,normal,512,512,1.0,262144
../data/raw/unzipped_raw_data/test/normal/normal-61.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-634.jpg,test,normal,1024,1024,1.0,1048576
../data/raw/unzipped_raw_data/test/normal/normal-124.jpg,test,normal,1620,1480,1.0945945945945945,2397600
