path,foreground_area_ratio
../data/raw/unzipped_raw_data/test/normal/normal-792.jpg,0.9275217056274414
../data/raw/unzipped_raw_data/test/normal/normal-491.jpg,0.9919090270996094
../data/raw/unzipped_raw_data/test/normal/normal-696.jpg,0.9094221489710318
../data/raw/unzipped_raw_data/test/normal/normal-877.jpg,0.9540095329284668
../data/raw/unzipped_raw_data/test/normal/normal-354.jpg,0.9387683868408203
../data/raw/unzipped_raw_data/test/normal/normal-753.jpg,0.8876280784606934
../data/raw/unzipped_raw_data/test/normal/normal-131.jpg,0.8957416218756425
../data/raw/unzipped_raw_data/test/normal/normal-730.jpg,0.927330493927002
../data/raw/unzipped_raw_data/test/normal/normal-459.jpg,0.7664060592651367
../data/raw/unzipped_raw_data/test/normal/normal-328.jpg,0.9628219604492188
../data/raw/unzipped_raw_data/test/normal/normal-215.jpg,0.9356527328491211
../data/raw/unzipped_raw_data/test/normal/normal-500.jpg,0.920353889465332
../data/raw/unzipped_raw_data/test/normal/normal-715.jpg,0.9927120208740234
../data/raw/unzipped_raw_data/test/normal/normal-337.jpg,0.9231233596801758
../data/raw/unzipped_raw_data/test/normal/normal-129.jpg,0.96142578125
../data/raw/unzipped_raw_data/test/normal/normal-884.jpg,0.9374252624119758
../data/raw/unzipped_raw_data/test/normal/normal-439.jpg,0.9940109252929688
../data/raw/unzipped_raw_data/test/normal/normal-117.jpg,0.9523353576660156
../data/raw/unzipped_raw_data/test/normal/normal-326.jpg,0.9166570500116236
../data/raw/unzipped_raw_data/test/normal/normal-317.jpg,0.8760626839951174
../data/raw/unzipped_raw_data/test/normal/normal-191.jpg,0.9538803100585938
../data/raw/unzipped_raw_data/test/normal/normal-227.jpg,0.9526872634887695
../data/raw/unzipped_raw_data/test/normal/normal-590.jpg,0.9903459548950195
../data/raw/unzipped_raw_data/test/normal/normal-531.jpg,0.9823074340820312
../data/raw/unzipped_raw_data/test/normal/normal-274.jpg,0.9897346496582031
../data/raw/unzipped_raw_data/test/normal/normal-325.jpg,0.928809789170614
../data/raw/unzipped_raw_data/test/normal/normal-645.jpg,0.8867205438746567
../data/raw/unzipped_raw_data/test/normal/normal-530.jpg,0.8413918994287093
../data/raw/unzipped_raw_data/test/normal/normal-899.jpg,0.9126091003417969
../data/raw/unzipped_raw_data/test/normal/normal-693.jpg,0.957695484161377
../data/raw/unzipped_raw_data/test/normal/normal-676.jpg,0.9426040649414062
../data/raw/unzipped_raw_data/test/normal/normal-656.jpg,0.9326457977294922
../data/raw/unzipped_raw_data/test/normal/normal-606.jpg,0.9658336639404297
../data/raw/unzipped_raw_data/test/normal/normal-91.jpg,0.9386730194091797
../data/raw/unzipped_raw_data/test/normal/normal-815.jpg,0.9198660850524902
../data/raw/unzipped_raw_data/test/normal/normal-527.jpg,0.9514632225036621
../data/raw/unzipped_raw_data/test/normal/normal-1.jpg,0.9795722961425781
../data/raw/unzipped_raw_data/test/normal/normal-550.jpg,0.9815223654728904
../data/raw/unzipped_raw_data/test/normal/normal-222.jpg,0.8428684951982218
../data/raw/unzipped_raw_data/test/normal/normal-92.jpg,0.9924430847167969
../data/raw/unzipped_raw_data/test/normal/normal-721.jpg,0.9101625025297592
../data/raw/unzipped_raw_data/test/normal/normal-658.jpg,0.8866313508002456
../data/raw/unzipped_raw_data/test/normal/normal-73.jpg,0.9846954345703125
../data/raw/unzipped_raw_data/test/normal/normal-107.jpg,0.8598675727844238
../data/raw/unzipped_raw_data/test/normal/normal-194.jpg,0.9468917846679688
../data/raw/unzipped_raw_data/test/normal/normal-908.jpg,0.906389780611003
../data/raw/unzipped_raw_data/test/normal/normal-54.jpg,0.9466667175292969
../data/raw/unzipped_raw_data/test/normal/normal-768.jpg,0.9170684814453125
../data/raw/unzipped_raw_data/test/normal/normal-669.jpg,0.7656507356832857
../data/raw/unzipped_raw_data/test/normal/normal-231.jpg,0.9083061218261719
../data/raw/unzipped_raw_data/test/normal/normal-9.jpg,0.910372257232666
../data/raw/unzipped_raw_data/test/normal/normal-293.jpg,0.8177337646484375
../data/raw/unzipped_raw_data/test/normal/normal-192.jpg,0.9033297233149098
../data/raw/unzipped_raw_data/test/normal/normal-831.jpg,0.904273509979248
../data/raw/unzipped_raw_data/test/normal/normal-125.jpg,0.8486156463623047
../data/raw/unzipped_raw_data/test/normal/normal-457.jpg,0.7568378448486328
../data/raw/unzipped_raw_data/test/normal/normal-559.jpg,0.8728594779968262
../data/raw/unzipped_raw_data/test/normal/normal-657.jpg,0.9000511169433594
../data/raw/unzipped_raw_data/test/normal/normal-193.jpg,0.9049520492553711
../data/raw/unzipped_raw_data/test/normal/normal-203.jpg,0.8902530670166016
../data/raw/unzipped_raw_data/test/normal/normal-895.jpg,0.8830451965332031
../data/raw/unzipped_raw_data/test/normal/normal-36.jpg,0.9467067718505859
../data/raw/unzipped_raw_data/test/normal/normal-903.jpg,0.8772625923156738
../data/raw/unzipped_raw_data/test/normal/normal-882.jpg,0.8936882019042969
../data/raw/unzipped_raw_data/test/normal/normal-82.jpg,0.8756771087646484
../data/raw/unzipped_raw_data/test/normal/normal-454.jpg,0.9534564018249512
../data/raw/unzipped_raw_data/test/normal/normal-253.jpg,0.9470882415771484
../data/raw/unzipped_raw_data/test/normal/normal-563.jpg,0.8574981689453125
