path,blockiness
../data/raw/unzipped_raw_data/test/normal/normal-792.jpg,97.47315434047154
../data/raw/unzipped_raw_data/test/normal/normal-491.jpg,102.66614641462054
../data/raw/unzipped_raw_data/test/normal/normal-696.jpg,103.39579030718821
../data/raw/unzipped_raw_data/test/normal/normal-877.jpg,88.81937408447266
../data/raw/unzipped_raw_data/test/normal/normal-354.jpg,99.36329868861607
../data/raw/unzipped_raw_data/test/normal/normal-753.jpg,99.48363385881696
../data/raw/unzipped_raw_data/test/normal/normal-131.jpg,102.64396062115551
../data/raw/unzipped_raw_data/test/normal/normal-730.jpg,109.25213841029576
../data/raw/unzipped_raw_data/test/normal/normal-459.jpg,81.71373857770648
../data/raw/unzipped_raw_data/test/normal/normal-328.jpg,104.95193045479911
../data/raw/unzipped_raw_data/test/normal/normal-215.jpg,84.25423540387835
../data/raw/unzipped_raw_data/test/normal/normal-500.jpg,92.677490234375
../data/raw/unzipped_raw_data/test/normal/normal-715.jpg,104.0824715750558
../data/raw/unzipped_raw_data/test/normal/normal-337.jpg,101.86317225864956
../data/raw/unzipped_raw_data/test/normal/normal-129.jpg,95.81709943498883
../data/raw/unzipped_raw_data/test/normal/normal-884.jpg,107.08973362354892
../data/raw/unzipped_raw_data/test/normal/normal-439.jpg,105.41649082728794
../data/raw/unzipped_raw_data/test/normal/normal-117.jpg,109.00536237444196
../data/raw/unzipped_raw_data/test/normal/normal-326.jpg,108.0824582948066
../data/raw/unzipped_raw_data/test/normal/normal-317.jpg,101.29146600916977
../data/raw/unzipped_raw_data/test/normal/normal-191.jpg,101.98252214704242
../data/raw/unzipped_raw_data/test/normal/normal-227.jpg,110.22923605782645
../data/raw/unzipped_raw_data/test/normal/normal-590.jpg,95.65236009870257
../data/raw/unzipped_raw_data/test/normal/normal-531.jpg,102.78825160435268
../data/raw/unzipped_raw_data/test/normal/normal-274.jpg,80.38032749720982
../data/raw/unzipped_raw_data/test/normal/normal-325.jpg,108.47633338155946
../data/raw/unzipped_raw_data/test/normal/normal-645.jpg,103.83132116377598
../data/raw/unzipped_raw_data/test/normal/normal-530.jpg,100.17224667870394
../data/raw/unzipped_raw_data/test/normal/normal-899.jpg,110.05838884626117
../data/raw/unzipped_raw_data/test/normal/normal-693.jpg,90.98867797851562
